,ID,carat,cut,colour,clarity,depth,price,x,y,P,PC
16472,16473,1.34,Premium,G,SI2,62.2,6581,4911.19403,105.8038585,Negative,Negative
16473,16474,1.02,Very Good,E,VS2,63.3,6582,6452.941176,103.9810427,Negative,Negative
16474,16475,1.06,Premium,G,VS2,60.9,6582,6209.433962,108.0788177,Negative,Negative
16475,16476,1.28,Premium,I,VS1,61.1,6583,5142.96875,107.7414075,SN,SN
16476,16477,1.34,Premium,G,SI2,61.7,6583,4912.686567,106.6936791,Negative,Negative
16477,16478,1.2,Ideal,H,VS2,62.6,6586,5488.333333,105.2076677,SN,SN
16478,16479,1.08,Ideal,G,VS2,61.3,6586,6098.148148,107.4388254,SN,SN
16479,16480,1.2,Premium,G,SI1,62.3,6586,5488.333333,105.7142857,SP,SP
16480,16481,1.1,Ideal,H,VS1,62.3,6586,5987.272727,105.7142857,NR,NR
16481,16482,1.05,Ideal,G,VS2,61.8,6586,6272.380952,106.5695793,NR,NR
16482,16483,1.05,Very Good,E,VS2,63.5,6586,6272.380952,103.7165354,NR,NR
16483,16484,1.01,Premium,F,VS2,61.6,6587,6521.782178,106.9318182,Negative,Negative
16484,16485,1.01,Ideal,G,VS2,62.1,6587,6521.782178,106.0708535,Positive,Positive
16485,16486,1.07,Ideal,D,SI1,60.7,6587,6156.074766,108.5172982,Positve,Positve
16486,16487,1.29,Premium,H,SI1,61.6,6588,5106.976744,106.9480519,NR,NR
16487,16488,1.29,Premium,H,SI1,62.9,6588,5106.976744,104.7376789,NR,NR
16488,16489,1.2,Ideal,H,SI1,61.9,6588,5490.0,106.4297254,SP,SP
16489,16490,1.2,Premium,H,SI1,59.5,6588,5490.0,110.7226891,SN,SN
16490,16491,1.29,Ideal,H,SI1,61.6,6588,5106.976744,106.9480519,SN,SN
16491,16492,1.04,Ideal,G,VS2,62.5,6589,6335.576923,105.424,Negative,Negative
16492,16493,1.04,Premium,G,VS2,60.1,6589,6335.576923,109.6339434,Negative,Negative
16493,16494,1.11,Premium,F,VS2,63.0,6589,5936.036036,104.5873016,Negative,Negative
16494,16495,1.02,Ideal,G,VS2,62.6,6591,6461.764706,105.2875399,Negative,Negative
16495,16496,1.09,Premium,G,VS2,59.7,6592,6047.706422,110.4187605,SN,SN
16497,16498,1.11,Very Good,G,VS2,62.2,6593,5939.63964,105.9967846,SN,SN
16498,16499,1.11,Very Good,G,VS2,60.8,6593,5939.63964,108.4375,SN,SN
16499,16500,1.28,Premium,H,SI1,62.0,6595,5152.34375,106.3709677,Positve,Positve
16500,16501,1.06,Very Good,G,VS1,63.4,6595,6221.698113,104.022082,NR,NR
16502,16503,1.36,Very Good,F,SI1,62.8,6597,4850.735294,105.0477707,SP,SP
16503,16504,1.02,Very Good,D,VS2,62.3,6597,6467.647059,105.8908507,SN,SN
16506,16507,1.26,Ideal,H,SI2,61.8,6597,5235.714286,106.7475728,Negative,Negative
16507,16508,1.26,Ideal,I,SI1,62.6,6597,5235.714286,105.3833866,Negative,Negative
16508,16509,1.02,Very Good,F,VS2,63.3,6597,6467.647059,104.2180095,Negative,Negative
16509,16510,1.02,Ideal,F,VS2,62.7,6597,6467.647059,105.215311,SN,SN
16510,16511,1.53,Very Good,H,SI2,60.6,6597,4311.764706,108.8613861,Negative,Negative
16511,16512,1.02,Premium,F,VS2,61.3,6597,6467.647059,107.6182708,SN,SN
16512,16513,1.01,Very Good,F,VS2,60.0,6598,6532.673267,109.9666667,SN,SN
16513,16514,1.0,Ideal,E,VS2,61.6,6600,6600.0,107.1428571,SP,SP
16514,16515,1.0,Premium,E,VS2,62.7,6600,6600.0,105.2631579,NR,NR
16515,16516,1.0,Very Good,E,VS2,62.8,6600,6600.0,105.0955414,NR,NR
16516,16517,1.0,Premium,E,VS2,60.0,6600,6600.0,110.0,NR,NR
16517,16518,1.0,Premium,E,VS2,61.5,6600,6600.0,107.3170732,Negative,Negative
16518,16519,1.0,Very Good,E,VS2,62.8,6600,6600.0,105.0955414,Positive,Positive
16519,16520,1.0,Premium,E,VS2,61.8,6600,6600.0,106.7961165,Positve,Positve
16520,16521,1.0,Very Good,E,VS2,62.1,6600,6600.0,106.2801932,NR,NR
16521,16522,1.31,Premium,H,SI2,61.4,6602,5039.694656,107.52443,NR,NR
16522,16523,1.2,Very Good,D,SI2,62.9,6602,5501.666667,104.9602544,SP,SP
16523,16524,1.31,Ideal,H,SI2,62.2,6602,5039.694656,106.1414791,SN,SN
16524,16525,1.33,Very Good,G,SI2,62.0,6603,4964.661654,106.5,SN,SN
16525,16526,1.05,Ideal,G,VS2,60.8,6604,6289.52381,108.6184211,Negative,Negative
16526,16527,1.05,Ideal,G,VS2,62.8,6604,6289.52381,105.1592357,Negative,Negative
16527,16528,1.2,Premium,F,SI1,60.2,6604,5503.333333,109.7009967,Negative,Negative
16528,16529,1.26,Ideal,G,VS1,62.3,6604,5241.269841,106.0032103,Negative,Negative
16529,16530,1.05,Ideal,G,VS2,61.9,6604,6289.52381,106.6882068,SN,SN
16530,16531,1.04,Good,F,VS2,63.7,6606,6351.923077,103.7048666,Negative,Negative
16531,16532,1.0,Premium,G,VS1,62.4,6606,6606.0,105.8653846,SN,SN
16532,16533,1.01,Premium,E,VS2,62.4,6606,6540.594059,105.8653846,SN,SN
16534,16535,1.01,Premium,E,VS2,60.8,6606,6540.594059,108.6513158,NR,NR
16535,16536,1.01,Premium,E,VS2,62.5,6606,6540.594059,105.696,NR,NR
16536,16537,1.01,Premium,E,VS2,62.9,6606,6540.594059,105.0238474,SP,SP
16537,16538,1.21,Premium,H,VS1,61.9,6607,5460.330579,106.7366721,SN,SN
16538,16539,1.22,Very Good,D,SI2,59.0,6607,5415.57377,111.9830508,SN,SN
16539,16540,1.0,Ideal,H,VVS2,62.9,6607,6607.0,105.0397456,Negative,Negative
16541,16542,1.25,Ideal,G,SI1,60.4,6608,5286.4,109.4039735,Negative,Negative
16542,16543,1.22,Premium,H,VS2,62.3,6608,5416.393443,106.0674157,Negative,Negative
16543,16544,1.0,Premium,F,VS2,61.7,6608,6608.0,107.0988655,SN,SN
16544,16545,1.0,Premium,F,VS2,62.7,6608,6608.0,105.3907496,Negative,Negative
16545,16546,1.37,Very Good,G,SI2,62.8,6609,4824.087591,105.2388535,SN,SN
16547,16548,1.03,Ideal,D,SI1,61.3,6610,6417.475728,107.8303426,SP,SP
16548,16549,1.27,Premium,I,VS1,59.5,6611,5205.511811,111.1092437,NR,NR
16549,16550,1.0,Ideal,G,VS2,62.1,6612,6612.0,106.47343,NR,NR
16550,16551,1.02,Very Good,E,VS2,59.2,6612,6482.352941,111.6891892,NR,NR
16551,16552,1.01,Good,D,VS1,61.1,6612,6546.534653,108.2160393,Negative,Negative
16552,16553,1.01,Very Good,G,VS1,59.1,6613,6547.524752,111.8950931,Positive,Positive
16553,16554,1.01,Very Good,G,VS1,62.2,6613,6547.524752,106.318328,Positve,Positve
16554,16555,1.02,Ideal,H,VVS2,62.0,6613,6483.333333,106.6612903,NR,NR
16556,16557,1.02,Ideal,F,VS2,62.7,6614,6484.313725,105.4864434,SP,SP
16557,16558,1.33,Premium,H,VS2,59.9,6614,4972.932331,110.4173623,SN,SN
16558,16559,1.1,Ideal,H,VVS2,59.7,6616,6014.545455,110.8207705,SN,SN
16559,16560,1.31,Ideal,I,VS1,62.1,6617,5051.145038,106.5539452,Negative,Negative
16560,16561,1.04,Ideal,G,VS2,61.6,6617,6362.5,107.4188312,Negative,Negative
16561,16562,1.09,Ideal,G,VS2,60.9,6617,6070.642202,108.6535304,Negative,Negative
16562,16563,1.23,Ideal,H,SI1,62.4,6617,5379.674797,106.0416667,Negative,Negative
16563,16564,1.01,Premium,G,VS1,62.3,6618,6552.475248,106.2279294,SN,SN
16564,16565,1.01,Very Good,G,VS1,63.2,6618,6552.475248,104.7151899,Negative,Negative
16565,16566,1.01,Premium,G,VS1,62.8,6618,6552.475248,105.3821656,SN,SN
16566,16567,1.01,Premium,G,VS1,62.6,6618,6552.475248,105.7188498,SN,SN
16567,16568,1.01,Ideal,G,VS1,61.8,6618,6552.475248,107.0873786,Positve,Positve
16568,16569,1.01,Good,G,VS1,63.7,6618,6552.475248,103.8932496,NR,NR
16569,16570,1.01,Ideal,G,VS1,61.2,6618,6552.475248,108.1372549,NR,NR
16570,16571,1.01,Premium,G,VS1,60.2,6618,6552.475248,109.9335548,SP,SP
16571,16572,1.01,Premium,G,VS1,62.7,6618,6552.475248,105.5502392,SN,SN
16572,16573,1.01,Premium,G,VS1,62.6,6618,6552.475248,105.7188498,SN,SN
16573,16574,1.01,Ideal,G,VS2,61.4,6618,6552.475248,107.7850163,Negative,Negative
16574,16575,1.0,Very Good,F,VS2,61.1,6619,6619.0,108.3306056,Negative,Negative
16575,16576,1.2,Ideal,D,SI2,61.7,6619,5515.833333,107.2771475,Negative,Negative
16576,16577,1.04,Ideal,H,VVS2,62.2,6619,6364.423077,106.414791,Negative,Negative
16577,16578,1.14,Premium,G,VS2,61.2,6619,5806.140351,108.1535948,SN,SN
16578,16579,1.06,Ideal,H,VS2,62.3,6619,6244.339623,106.2439807,Negative,Negative
16579,16580,1.21,Ideal,H,SI1,60.3,6620,5471.07438,109.7844113,SN,SN
16580,16581,1.22,Premium,H,SI1,62.0,6620,5426.229508,106.7741935,SN,SN
16581,16582,1.1,Ideal,F,SI1,61.6,6621,6019.090909,107.4837662,SP,SP
16582,16583,1.01,Very Good,E,VS2,59.9,6622,6556.435644,110.5509182,NR,NR
16583,16584,1.02,Very Good,G,VS1,62.4,6622,6492.156863,106.1217949,NR,NR
16584,16585,1.08,Premium,D,SI1,62.8,6623,6132.407407,105.4617834,NR,NR
16585,16586,1.08,Very Good,H,VVS1,63.1,6623,6132.407407,104.9603803,Negative,Negative
16586,16587,1.24,Very Good,H,SI1,62.4,6625,5342.741935,106.1698718,Positive,Positive
16587,16588,1.01,Good,F,VS1,61.8,6626,6560.39604,107.2168285,Positve,Positve
16588,16589,1.02,Premium,F,VS2,61.8,6626,6496.078431,107.2168285,NR,NR
16589,16590,1.36,Premium,J,VS2,61.9,6626,4872.058824,107.0436187,NR,NR
16590,16591,1.2,Premium,H,VS1,61.3,6626,5521.666667,108.091354,SP,SP
16591,16592,1.06,Very Good,F,VS2,62.7,6627,6251.886792,105.6937799,SN,SN
16592,16593,1.03,Premium,G,VS1,62.2,6628,6434.951456,106.5594855,SN,SN
16593,16594,1.03,Very Good,G,VS1,60.7,6628,6434.951456,109.1927512,Negative,Negative
16594,16595,1.39,Very Good,G,SI2,61.5,6628,4768.345324,107.7723577,Negative,Negative
16595,16596,1.14,Ideal,H,VS2,62.0,6628,5814.035088,106.9032258,Negative,Negative
16596,16597,1.04,Ideal,G,VS2,61.9,6628,6373.076923,107.0759289,Negative,Negative
16597,16598,1.21,Ideal,H,SI1,62.1,6629,5478.512397,106.747182,SN,SN
16598,16599,1.57,Premium,J,VS2,59.9,6629,4222.292994,110.6677796,Negative,Negative
16599,16600,1.51,Very Good,I,SI2,63.1,6630,4390.728477,105.0713154,SN,SN
16600,16601,1.01,Very Good,D,SI1,62.1,6630,6564.356436,106.763285,SN,SN
16601,16602,1.1,Ideal,H,VS1,61.7,6630,6027.272727,107.4554295,Positve,Positve
16602,16603,1.91,Fair,H,SI2,64.6,6632,3472.251309,102.6625387,NR,NR
16603,16604,1.02,Very Good,F,VS2,59.9,6632,6501.960784,110.7178631,NR,NR
16604,16605,1.01,Very Good,G,VS1,64.4,6632,6566.336634,102.9813665,SP,SP
16605,16606,1.04,Ideal,G,VS1,61.1,6632,6376.923077,108.5433715,SN,SN
16606,16607,1.4,Ideal,J,VS2,62.2,6633,4737.857143,106.6398714,SN,SN
16607,16608,1.27,Ideal,H,SI1,61.7,6635,5224.409449,107.5364668,Negative,Negative
16608,16609,1.55,Premium,J,SI2,62.6,6635,4280.645161,105.9904153,Negative,Negative
16609,16610,1.69,Ideal,H,I1,62.0,6636,3926.627219,107.0322581,Negative,Negative
16610,16611,1.2,Ideal,D,SI2,61.0,6636,5530.0,108.7868852,Negative,Negative
16611,16612,1.03,Ideal,H,VVS2,62.2,6638,6444.660194,106.7202572,SN,SN
16612,16613,1.24,Ideal,J,VS2,62.1,6639,5354.032258,106.9082126,Negative,Negative
16613,16614,1.2,Ideal,I,VS1,62.5,6639,5532.5,106.224,SN,SN
16614,16615,1.52,Premium,I,SI1,58.8,6639,4367.763158,112.9081633,SN,SN
16615,16616,1.54,Premium,I,SI2,62.4,6640,4311.688312,106.4102564,SP,SP
16616,16617,1.21,Premium,H,SI1,60.2,6640,5487.603306,110.2990033,NR,NR
16617,16618,1.0,Premium,F,VS2,61.9,6640,6640.0,107.26979,NR,NR
16618,16619,1.0,Premium,F,VS2,60.5,6640,6640.0,109.7520661,NR,NR
16619,16620,1.0,Very Good,G,VS1,62.4,6642,6642.0,106.4423077,Negative,Negative
16620,16621,1.09,Ideal,H,VS1,61.3,6643,6094.495413,108.3686786,Positive,Positive
16621,16622,1.13,Ideal,G,VS2,62.7,6644,5879.646018,105.9649123,Positve,Positve
16622,16623,1.07,Premium,G,VS2,62.9,6644,6209.345794,105.6279809,NR,NR
16623,16624,1.07,Premium,G,VS2,62.5,6644,6209.345794,106.304,NR,NR
16624,16625,1.03,Ideal,G,VS2,62.8,6645,6451.456311,105.8121019,SP,SP
16625,16626,1.38,Premium,H,SI2,62.1,6646,4815.942029,107.020934,SN,SN
16626,16627,1.02,Ideal,G,VS2,62.3,6648,6517.647059,106.7094703,SN,SN
16627,16628,1.02,Ideal,G,VS2,61.7,6648,6517.647059,107.7471637,Negative,Negative
16628,16629,1.07,Ideal,G,VS2,62.4,6648,6213.084112,106.5384615,Negative,Negative
16629,16630,1.01,Very Good,F,VS2,60.6,6649,6583.168317,109.7194719,Negative,Negative
16630,16631,1.09,Good,H,VVS2,58.8,6651,6101.834862,113.1122449,Negative,Negative
16631,16632,1.01,Fair,F,VS1,61.7,6651,6585.148515,107.7957861,SN,SN
16632,16633,1.12,Ideal,G,VS2,62.0,6652,5939.285714,107.2903226,Negative,Negative
16633,16634,1.2,Very Good,I,VS1,62.8,6652,5543.333333,105.9235669,SN,SN
16634,16635,1.02,Premium,F,VS2,62.4,6652,6521.568627,106.6025641,SN,SN
16635,16636,0.91,Ideal,D,VS1,62.3,6652,7309.89011,106.7736758,Positve,Positve
16636,16637,1.21,Very Good,I,VVS2,61.1,6653,5498.347107,108.8870704,NR,NR
16638,16639,1.1,Premium,G,VS2,60.2,6653,6048.181818,110.5149502,SP,SP
16639,16640,1.32,Premium,I,SI1,60.3,6653,5040.151515,110.331675,SN,SN
16640,16641,1.2,Good,E,SI1,59.9,6653,5544.166667,111.0684474,SN,SN
16641,16642,1.04,Good,F,VS1,63.9,6653,6397.115385,104.1158059,Negative,Negative
16642,16643,1.1,Premium,G,VS2,61.2,6653,6048.181818,108.7091503,Negative,Negative
16643,16644,1.2,Premium,E,SI1,61.8,6653,5544.166667,107.6537217,Negative,Negative
16644,16645,1.1,Ideal,G,VS2,62.0,6653,6048.181818,107.3064516,Negative,Negative
16645,16646,1.1,Ideal,G,VS2,60.0,6653,6048.181818,110.8833333,SN,SN
16646,16647,1.22,Ideal,H,SI1,61.8,6654,5454.098361,107.6699029,Negative,Negative
16647,16648,1.27,Very Good,I,SI1,63.0,6654,5239.370079,105.6190476,SN,SN
16648,16649,1.22,Very Good,G,SI1,61.8,6656,5455.737705,107.7022654,SN,SN
16649,16650,1.26,Premium,F,SI2,61.3,6657,5283.333333,108.5970636,SP,SP
16650,16651,1.02,Very Good,F,VS2,63.2,6659,6528.431373,105.3639241,NR,NR
16651,16652,1.03,Ideal,G,VS1,63.0,6659,6465.048544,105.6984127,NR,NR
16652,16653,1.03,Premium,G,VS1,62.2,6659,6465.048544,107.0578778,NR,NR
16653,16654,1.53,Fair,J,VS2,64.7,6659,4352.287582,102.9211747,Negative,Negative
16654,16655,1.21,Ideal,F,SI1,61.1,6659,5503.305785,108.98527,Positive,Positive
16655,16656,1.21,Premium,F,SI1,60.0,6659,5503.305785,110.9833333,Positve,Positve
16656,16657,1.06,Ideal,G,VS2,62.2,6660,6283.018868,107.073955,NR,NR
16657,16658,1.32,Premium,F,SI2,60.6,6660,5045.454545,109.9009901,NR,NR
16658,16659,1.25,Ideal,H,SI1,62.2,6661,5328.8,107.0900322,SP,SP
16659,16660,1.22,Premium,H,VS1,63.0,6661,5459.836066,105.7301587,SN,SN
16660,16661,1.18,Ideal,I,VS1,62.6,6661,5644.915254,106.4057508,SN,SN
16661,16662,1.03,Very Good,F,VS1,61.7,6662,6467.961165,107.9740681,Negative,Negative
16662,16663,1.56,Very Good,J,SI2,61.4,6662,4270.512821,108.5016287,Negative,Negative
16663,16664,1.56,Very Good,J,SI2,62.0,6662,4270.512821,107.4516129,Negative,Negative
16664,16665,1.19,Ideal,H,VS2,62.1,6662,5598.319328,107.2785829,Negative,Negative
16665,16666,1.03,Good,F,VS2,63.9,6662,6467.961165,104.256651,SN,SN
16666,16667,1.03,Ideal,F,VS2,60.7,6662,6467.961165,109.752883,Negative,Negative
16667,16668,1.06,Very Good,G,VS1,62.8,6663,6285.849057,106.0987261,SN,SN
16668,16669,1.06,Very Good,G,VS1,63.1,6663,6285.849057,105.5942948,SN,SN
16669,16670,1.01,Ideal,G,VS2,60.9,6663,6597.029703,109.408867,Positve,Positve
16670,16671,1.25,Premium,I,VS1,60.4,6664,5331.2,110.3311258,NR,NR
16671,16672,1.26,Premium,H,SI1,62.2,6664,5288.888889,107.1382637,NR,NR
16672,16673,1.0,Ideal,D,SI1,62.5,6664,6664.0,106.624,SP,SP
16673,16674,1.23,Very Good,G,SI1,63.1,6665,5418.699187,105.6259905,SN,SN
16674,16675,1.2,Premium,H,VS2,62.8,6666,5555.0,106.1464968,SN,SN
16675,16676,1.01,Very Good,E,VS2,61.9,6666,6600.0,107.6898223,Negative,Negative
16676,16677,1.01,Very Good,E,VS2,62.9,6666,6600.0,105.9777424,Negative,Negative
16677,16678,1.01,Very Good,E,VS2,62.7,6666,6600.0,106.3157895,Negative,Negative
16678,16679,1.01,Good,E,VS2,63.5,6666,6600.0,104.976378,Negative,Negative
16679,16680,1.01,Good,E,VS2,63.4,6666,6600.0,105.1419558,SN,SN
16680,16681,0.32,Ideal,H,SI2,61.4,420,1312.5,6.840390879,Negative,Negative
16681,16682,0.29,Ideal,G,SI1,62.1,420,1448.275862,6.763285024,SN,SN
16682,16683,0.25,Ideal,I,VVS1,61.9,421,1684.0,6.801292407,SN,SN
16683,16684,0.31,Ideal,I,VS2,61.2,421,1358.064516,6.879084967,SP,SP
16684,16685,0.31,Ideal,H,SI2,61.1,421,1358.064516,6.890343699,NR,NR
16685,16686,0.31,Ideal,H,SI2,61.3,421,1358.064516,6.867862969,NR,NR
16686,16687,0.31,Ideal,H,SI2,61.0,421,1358.064516,6.901639344,NR,NR
16687,16688,0.31,Ideal,E,SI2,59.5,421,1358.064516,7.075630252,Negative,Negative
16688,16689,0.31,Ideal,H,SI1,61.3,421,1358.064516,6.867862969,Positive,Positive
16689,16690,0.31,Ideal,H,SI1,61.3,421,1358.064516,6.867862969,Positve,Positve
16690,16691,0.31,Ideal,H,SI1,61.3,421,1358.064516,6.867862969,NR,NR
16691,16692,0.36,Premium,J,SI1,61.3,421,1169.444444,6.867862969,NR,NR
16692,16693,0.3,Very Good,H,SI1,62.2,421,1403.333333,6.768488746,SP,SP
16693,16694,0.32,Good,I,SI1,63.5,421,1315.625,6.62992126,SN,SN
16694,16695,0.3,Very Good,H,SI1,62.6,421,1403.333333,6.725239617,SN,SN
16695,16696,0.32,Ideal,G,SI2,62.5,421,1315.625,6.736,Negative,Negative
16696,16697,0.32,Good,F,SI2,63.1,421,1315.625,6.671949287,Negative,Negative
16697,16698,0.32,Premium,J,VS1,61.9,421,1315.625,6.801292407,Negative,Negative
16698,16699,0.3,Very Good,H,SI1,62.9,421,1403.333333,6.693163752,Negative,Negative
16699,16700,0.3,Good,H,SI1,63.7,421,1403.333333,6.609105181,SN,SN
16700,16701,0.32,Premium,J,VS1,61.7,421,1315.625,6.823338736,Negative,Negative
16701,16702,0.3,Ideal,H,SI1,62.6,421,1403.333333,6.725239617,SN,SN
16702,16703,0.3,Very Good,H,SI1,61.6,421,1403.333333,6.834415584,SN,SN
16703,16704,0.32,Ideal,J,VS1,61.3,421,1315.625,6.867862969,Positve,Positve
16704,16705,0.3,Very Good,H,SI1,59.4,421,1403.333333,7.087542088,NR,NR
16705,16706,0.3,Premium,H,SI1,61.2,421,1403.333333,6.879084967,NR,NR
16706,16707,0.32,Very Good,F,SI2,62.6,421,1315.625,6.725239617,SP,SP
16707,16708,0.3,Good,H,SI1,63.4,421,1403.333333,6.640378549,SN,SN
16708,16709,0.32,Good,F,SI2,63.5,421,1315.625,6.62992126,SN,SN
16709,16710,0.3,Very Good,E,SI2,61.7,421,1403.333333,6.823338736,Negative,Negative
16710,16711,0.31,Very Good,F,VS2,58.8,609,1964.516129,10.35714286,Negative,Negative
16711,16712,0.31,Ideal,H,VVS2,61.4,609,1964.516129,9.918566775,Negative,Negative
16712,16713,0.31,Ideal,H,VVS2,61.4,609,1964.516129,9.918566775,Negative,Negative
16713,16714,0.31,Ideal,H,VVS2,62.2,609,1964.516129,9.790996785,SN,SN
16714,16715,0.39,Ideal,I,SI1,62.1,609,1561.538462,9.806763285,Negative,Negative
16715,16716,0.3,Ideal,F,SI1,61.9,609,2030.0,9.838449111,SN,SN
16716,16717,0.3,Ideal,F,SI1,61.2,609,2030.0,9.950980392,SN,SN
16717,16718,0.3,Ideal,F,SI1,60.6,609,2030.0,10.04950495,SP,SP
16718,16719,0.3,Very Good,D,VS2,62.9,610,2033.333333,9.697933227,NR,NR
16719,16720,0.31,Very Good,E,VS1,64.0,610,1967.741935,9.53125,NR,NR
16720,16721,0.3,Ideal,H,VVS2,62.3,610,2033.333333,9.791332263,NR,NR
16721,16722,0.32,Ideal,F,VS2,60.9,610,1906.25,10.01642036,Negative,Negative
16722,16723,0.33,Ideal,H,VS1,61.6,610,1848.484848,9.902597403,Positive,Positive
16723,16724,0.33,Ideal,H,VS1,62.6,610,1848.484848,9.744408946,Positve,Positve
16724,16725,0.38,Ideal,I,SI1,61.7,610,1605.263158,9.886547812,NR,NR
16725,16726,0.33,Premium,H,SI1,63.0,610,1848.484848,9.682539683,NR,NR
16726,16727,0.33,Ideal,H,SI1,63.0,610,1848.484848,9.682539683,SP,SP
16727,16728,0.3,Very Good,D,VS1,61.2,610,2033.333333,9.967320261,SN,SN
16728,16729,0.3,Good,D,VS1,64.3,610,2033.333333,9.486780715,SN,SN
16729,16730,0.3,Premium,D,VS1,60.2,610,2033.333333,10.13289037,Negative,Negative
16730,16731,0.23,Very Good,D,VS1,61.5,611,2656.521739,9.93495935,Negative,Negative
16732,16733,0.4,Very Good,E,SI2,61.6,611,1527.5,9.918831169,Negative,Negative
16733,16734,0.41,Good,G,SI2,63.6,611,1490.243902,9.606918239,SN,SN
16734,16735,0.41,Premium,J,VS2,61.9,611,1490.243902,9.870759289,Negative,Negative
16735,16736,0.41,Good,G,SI2,63.4,611,1490.243902,9.637223975,SN,SN
16736,16737,0.41,Good,J,VS2,63.4,611,1490.243902,9.637223975,SN,SN
16737,16738,0.41,Good,I,SI1,63.8,611,1490.243902,9.576802508,Positve,Positve
16738,16739,0.41,Premium,G,SI2,61.4,611,1490.243902,9.951140065,NR,NR
16739,16740,0.28,Very Good,E,VVS2,61.4,612,2185.714286,9.96742671,NR,NR
16740,16741,1.01,Premium,E,VS2,62.0,6666,6600.0,107.516129,SP,SP
16741,16742,1.01,Very Good,E,VS2,60.4,6666,6600.0,110.3642384,SN,SN
16742,16743,1.2,Ideal,H,VS2,62.0,6666,5555.0,107.516129,SN,SN
16743,16744,1.2,Premium,H,VS2,60.6,6666,5555.0,110.0,Negative,Negative
16744,16745,1.2,Very Good,G,SI1,63.5,6666,5555.0,104.976378,Negative,Negative
16745,16746,1.06,Ideal,G,VS2,61.1,6667,6289.622642,109.1162029,Negative,Negative
16746,16747,1.33,Premium,F,SI2,59.9,6668,5013.533835,111.3188648,Negative,Negative
16747,16748,1.06,Premium,E,VS1,59.1,6669,6291.509434,112.8426396,SN,SN
16748,16749,1.01,Very Good,G,VS1,60.9,6669,6602.970297,109.5073892,Negative,Negative
16749,16750,1.04,Very Good,G,VS1,63.1,6669,6412.5,105.6893819,SN,SN
16751,16752,1.25,Ideal,E,SI2,62.3,6670,5336.0,107.0626003,SP,SP
16752,16753,1.01,Premium,E,VS1,61.2,6670,6603.960396,108.9869281,NR,NR
16753,16754,1.01,Premium,G,VVS2,62.0,6670,6603.960396,107.5806452,NR,NR
16754,16755,1.13,Ideal,H,VS2,61.9,6670,5902.654867,107.7544426,NR,NR
16755,16756,1.45,Very Good,J,VS2,62.8,6671,4600.689655,106.2261146,Negative,Negative
16756,16757,1.01,Ideal,F,VS2,60.3,6672,6605.940594,110.6467662,Positive,Positive
16757,16758,1.01,Ideal,G,VS1,62.4,6672,6605.940594,106.9230769,Positve,Positve
16758,16759,1.2,Very Good,H,VVS1,63.3,6672,5560.0,105.4028436,NR,NR
16759,16760,1.21,Very Good,H,VS2,62.9,6673,5514.876033,106.0890302,NR,NR
16760,16761,1.06,Premium,F,VS2,61.8,6673,6295.283019,107.9773463,SP,SP
16761,16762,1.01,Premium,F,VS2,60.3,6674,6607.920792,110.6799337,SN,SN
16762,16763,1.13,Ideal,E,SI1,61.7,6674,5906.19469,108.1685575,SN,SN
16763,16764,0.8,Ideal,F,IF,60.8,6674,8342.5,109.7697368,Negative,Negative
16764,16765,1.2,Ideal,H,SI1,61.3,6675,5562.5,108.8907015,Negative,Negative
16765,16766,1.31,Ideal,F,SI2,62.7,6676,5096.183206,106.4752791,Negative,Negative
16766,16767,1.4,Very Good,I,SI2,62.4,6677,4769.285714,107.0032051,Negative,Negative
16767,16768,1.18,Ideal,I,VVS2,62.7,6678,5659.322034,106.507177,SN,SN
16768,16769,1.01,Very Good,F,VS1,63.9,6679,6612.871287,104.5226917,Negative,Negative
16769,16770,0.9,Ideal,G,VVS1,61.5,6680,7422.222222,108.6178862,SN,SN
16770,16771,1.51,Premium,J,SI1,60.4,6680,4423.84106,110.5960265,SN,SN
16771,16772,1.14,Good,G,VS2,63.2,6681,5860.526316,105.7120253,Positve,Positve
16772,16773,1.23,Ideal,H,SI1,61.5,6681,5431.707317,108.6341463,NR,NR
16773,16774,1.13,Ideal,E,SI1,62.2,6682,5913.274336,107.4276527,NR,NR
16774,16775,1.02,Ideal,G,VS1,62.2,6683,6551.960784,107.4437299,SP,SP
16775,16776,1.12,Premium,G,VS2,62.3,6683,5966.964286,107.2712681,SN,SN
16776,16777,1.12,Ideal,G,VS2,60.8,6683,5966.964286,109.9177632,SN,SN
16777,16778,1.02,Premium,G,VS1,61.0,6683,6551.960784,109.557377,Negative,Negative
16778,16779,1.02,Premium,G,VS1,62.0,6683,6551.960784,107.7903226,Negative,Negative
16779,16780,1.02,Ideal,G,VS1,62.2,6683,6551.960784,107.4437299,Negative,Negative
16780,16781,1.21,Very Good,H,VS2,62.8,6684,5523.966942,106.433121,Negative,Negative
16781,16782,1.07,Ideal,I,VVS1,62.3,6685,6247.663551,107.3033708,SN,SN
16782,16783,1.33,Premium,G,SI2,60.3,6685,5026.315789,110.8623549,Negative,Negative
16783,16784,1.24,Premium,H,SI1,60.2,6686,5391.935484,111.0631229,SN,SN
16784,16785,1.31,Very Good,I,SI1,62.6,6686,5103.816794,106.8051118,SN,SN
16786,16787,1.5,Good,J,SI1,59.1,6687,4458.0,113.1472081,NR,NR
16787,16788,0.9,Ideal,D,VS2,61.2,6689,7432.222222,109.2973856,NR,NR
